Name	TPM_Tb154_quant	TPM_Tb155_quant	TPM_Tb156_quant	TPM_Tb157_quant	TPM_Tb158_quant	TPM_Tb159_quant
KWMTBOMO00139.mrna1	0.000000	0.000000	0.000000	0.000000	0.649912	0.000000
MSTRG.567.1	0.623182	0.552205	0.685094	1.651531	0.970142	1.766390
MSTRG.563.1	0.000000	0.000000	0.000000	0.000000	0.098764	0.000000
KWMTBOMO00140.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.572.1	0.182193	0.135924	0.237070	1.863145	1.279140	1.624604
MSTRG.573.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00141.mrna1	10.813694	7.627376	9.996969	3.563156	5.386386	4.780750
MSTRG.572.3	0.000000	0.080743	0.584663	1.057533	1.019231	2.175910
KWMTBOMO00142.mrna1	0.594668	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00143.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.568.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.569.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.570.1	0.000000	0.000000	0.000000	0.000000	1.672600	0.587057
MSTRG.571.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00144.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00145.mrna1	0.011496	0.005248	0.000000	0.012738	0.008132	0.016873
KWMTBOMO00146.mrna1	0.000000	0.036988	0.154192	0.000000	2.246011	0.550246
MSTRG.577.1	0.000000	0.000000	0.000000	0.000000	0.812519	0.000000
MSTRG.575.1	0.000000	0.000000	0.128563	0.037225	0.047429	0.032816
KWMTBOMO00147.mrna1	43.265698	28.968106	59.104126	28.897984	32.960364	30.541382
MSTRG.584.1	1.813352	1.731468	2.195899	0.984195	0.770826	1.177244
MSTRG.584.2	1.961115	3.008126	2.503146	2.525491	0.469676	2.219440
MSTRG.584.5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.584.3	0.000000	0.000000	0.000000	0.000000	1.310068	0.331905
MSTRG.584.4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00148.mrna1	1.285829	1.690337	1.496292	0.000000	0.000000	0.000000
KWMTBOMO00149.mrna1	0.000000	0.000000	0.104837	0.000000	0.077558	0.000000
KWMTBOMO00150.mrna1	1.187370	1.955579	3.147449	0.524279	0.699046	0.715080
MSTRG.582.1	0.091528	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00151.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.583.2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.583.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.586.1	0.000000	0.000000	0.000000	0.119885	0.076411	0.052864
MSTRG.587.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.587.2	0.000000	0.065577	0.000000	0.078659	0.299807	0.000000
KWMTBOMO00152.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.242927
MSTRG.588.1	0.040837	0.000000	0.033879	0.046111	0.017499	0.017536
KWMTBOMO00153.mrna1	2.467373	2.462429	4.011634	0.864238	1.183121	1.072586
MSTRG.590.1	0.085778	0.471991	1.159843	0.091900	0.160587	0.890685
MSTRG.590.2	2.663572	0.000000	0.000000	4.201943	3.181128	0.000000
MSTRG.590.3	0.000000	3.558359	2.461136	0.000000	0.000000	3.713244
MSTRG.590.4	3.950156	3.490075	3.445884	1.996875	2.845443	1.119273
KWMTBOMO00154.mrna1	9.958301	6.724942	13.211221	5.560213	5.611440	7.108715
MSTRG.592.1	1.456569	1.061519	1.895279	1.020054	1.004472	1.433116
MSTRG.592.2	0.731413	0.552869	0.122202	0.779941	0.000000	0.143097
KWMTBOMO00155.mrna1	2.001249	1.183156	3.613398	0.573786	1.030455	2.500688
MSTRG.593.1	0.054683	0.083180	0.160855	0.322310	0.231266	0.302182
KWMTBOMO00156.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.594.4	0.000000	0.000000	0.200860	0.017494	0.089278	0.046317
MSTRG.594.2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.594.3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.595.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.596.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.591.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.597.1	0.561172	0.401205	0.911510	0.410340	0.465351	0.536776
MSTRG.597.2	0.000000	0.000000	0.100699	0.000000	0.000000	0.150748
MSTRG.597.4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.597.3	0.057393	0.009949	0.017864	0.048576	0.027866	0.022760
KWMTBOMO00157.mrna1	0.078358	0.000000	0.000000	0.015544	0.000000	0.000000
MSTRG.597.6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.597.7	0.434996	0.189476	0.353690	0.217212	0.217574	0.289882
MSTRG.598.1	0.094838	0.086417	0.359519	0.000000	0.000000	0.090722
MSTRG.599.1	0.728564	0.000000	0.305604	0.261475	0.329107	0.914697
MSTRG.600.1	2.689279	1.724699	2.123094	2.565590	2.386143	2.596110
MSTRG.600.2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.600.3	0.000000	0.000000	0.000000	0.000000	0.095247	0.000000
KWMTBOMO00158.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.600.5	0.736121	0.254757	0.000000	0.194177	0.000000	0.000000
MSTRG.600.7	0.487000	0.877769	0.196675	0.233214	0.673260	0.901922
MSTRG.600.4	0.000000	0.000000	3.549481	0.000000	0.000000	1.550556
MSTRG.600.8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.600.6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.601.1	1.831382	3.162140	2.632398	0.000000	0.000000	1.115560
MSTRG.601.2	1.681930	0.905157	0.986047	0.308515	0.000000	0.000000
MSTRG.601.3	1.610378	3.188898	2.518606	1.951674	1.097783	1.267367
MSTRG.601.5	1.136179	0.000000	0.000000	0.000000	0.540336	0.512392
MSTRG.601.4	8.532076	3.073646	5.801864	3.243546	4.393424	2.597634
MSTRG.601.6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.601.7	0.510473	0.393830	0.650761	0.154719	0.000000	1.073789
KWMTBOMO00159.mrna1	15.746267	14.256348	19.114173	7.072847	3.990266	6.538522
MSTRG.601.9	0.236468	0.122672	0.422211	0.000000	0.000000	0.000000
MSTRG.601.10	0.000000	0.000000	0.000000	0.126810	0.000000	0.121987
MSTRG.600.10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.601.11	0.063642	0.156344	0.322967	0.062819	0.000000	0.153387
MSTRG.607.1	0.479378	0.301065	0.789120	0.276939	0.247763	0.594088
KWMTBOMO00160.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.607.3	0.381263	0.257905	0.887773	0.247549	0.147250	0.507413
MSTRG.608.1	0.028871	0.039031	0.050798	0.055020	0.115481	0.079830
KWMTBOMO00161.mrna1	0.000000	0.000000	0.000000	0.018143	0.000000	0.051858
KWMTBOMO00162.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00163.mrna1	0.000000	0.000000	0.000000	0.000000	0.077340	0.000000
MSTRG.602.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00164.mrna1	0.000000	0.000000	0.205513	0.443885	0.000000	0.477566
KWMTBOMO00165.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.604.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.605.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.606.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00166.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.609.1	2.590575	1.791962	3.074207	0.829075	0.727163	1.122443
MSTRG.609.2	0.030761	0.243705	0.169770	0.063507	0.000000	0.000000
KWMTBOMO00167.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.609.4	1.231791	0.972614	1.697277	0.000000	0.000000	1.405579
MSTRG.609.5	0.000000	0.000000	0.497977	0.550421	0.916445	0.000000
MSTRG.609.6	0.000000	0.000000	0.000000	0.452480	0.000000	0.000000
MSTRG.610.1	0.000000	0.000000	0.000000	0.000000	0.108986	0.000000
MSTRG.609.7	0.000000	0.068808	0.103261	0.000000	0.000000	0.000000
MSTRG.609.8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.611.1	1.672442	2.094066	0.169217	0.940179	1.106453	0.707379
MSTRG.611.2	2.324986	1.015119	3.396395	0.890219	0.435888	1.684772
KWMTBOMO00168.mrna1	0.000000	0.000000	1.605438	0.000000	0.000000	0.000000
MSTRG.612.1	0.548040	0.310723	0.636770	0.405210	0.213169	0.105339
MSTRG.612.2	0.000000	0.000000	0.097427	0.000000	0.102216	0.107810
KWMTBOMO00169.mrna1	0.509447	0.473653	1.242821	0.114570	0.000000	0.265456
MSTRG.613.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.613.2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.613.3	0.000000	0.000000	0.000000	0.000000	0.000000	0.037290
KWMTBOMO00170.mrna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.615.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.615.2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MSTRG.615.3	0.058473	0.000000	0.045751	4.830329	8.085355	6.524382
