Name	rcount_Tb160_quant	rcount_Tb161_quant	rcount_Tb162_quant	rcount_Tb163_quant	rcount_Tb164_quant	rcount_Tb165_quant
MSTRG.91.5	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16553.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16554.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.94.2	69.946	96.748	78.997	0.000	0.000	0.000
MSTRG.95.1	130.585	160.649	129.146	279.363	225.498	232.079
MSTRG.96.1	69.000	119.000	88.000	40.000	19.000	33.000
MSTRG.92.1	2.268	7.260	1.015	3.250	2.172	3.199
KWMTBOMO16558.mrna1	3.000	0.000	0.000	0.000	0.000	1.000
MSTRG.97.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16559.mrna1	2.006	0.000	0.000	0.000	0.000	1.080
KWMTBOMO16560.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.100.1	572.011	557.469	595.175	38.082	44.300	83.054
MSTRG.104.1	478.784	646.997	664.740	295.595	302.067	197.420
MSTRG.104.2	263.609	298.364	353.536	567.802	679.575	694.080
KWMTBOMO16561.mrna1	0.000	0.000	0.000	0.000	0.000	38.208
MSTRG.104.4	6.269	24.774	8.073	17.156	6.261	6.358
MSTRG.104.5	38.720	29.630	36.308	158.127	150.220	58.996
MSTRG.101.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.105.1	2699.840	3088.655	3611.369	0.000	4.781	1.390
KWMTBOMO16562.mrna1	1494.101	1526.964	2098.866	0.000	3.219	1.801
MSTRG.105.2	48.818	128.887	46.093	0.000	0.000	0.000
MSTRG.105.4	121.874	120.316	143.198	0.000	0.000	0.000
MSTRG.105.5	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.102.1	42.405	38.934	26.464	0.000	0.000	0.000
MSTRG.103.1	0.000	0.000	0.000	0.000	2.000	0.000
KWMTBOMO16563.mrna1	23.498	39.704	19.205	29.226	44.671	60.861
MSTRG.108.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16564.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.107.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16565.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.110.2	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16566.mrna1	0.000	39.352	25.076	141.073	90.837	39.021
KWMTBOMO16567.mrna1	0.000	0.000	0.000	0.000	2.047	0.000
KWMTBOMO16569.mrna1	0.000	0.000	0.000	0.000	0.000	9.020
KWMTBOMO16570.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.112.2	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16571.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16572.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.114.1	22.219	10.681	13.287	15.645	8.710	10.462
KWMTBOMO16573.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16574.mrna1	4.920	0.000	0.000	1.494	3.080	1.062
KWMTBOMO16576.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.116.1	2.000	2.003	1.000	2.004	6.436	4.834
MSTRG.117.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.118.1	9.512	13.711	3.002	5.338	4.030	5.106
KWMTBOMO16579.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16580.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16577.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.121.1	0.000	50.203	20.195	11.028	31.705	0.000
KWMTBOMO16578.mrna1	8.112	8.381	8.180	5.624	1.656	0.000
MSTRG.122.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16581.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16582.mrna1	4.960	10.901	15.969	6.753	20.880	14.500
MSTRG.123.1	3.000	11.000	7.000	15.000	11.000	9.000
MSTRG.125.1	5.265	9.581	4.880	9.169	1.771	2.275
KWMTBOMO16583.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16593.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16594.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16595.mrna1	0.000	0.000	0.000	86.839	24.413	21.151
MSTRG.129.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.129.2	12.489	1.736	27.362	0.000	2.025	1.797
KWMTBOMO16596.mrna1	208.383	55.598	90.905	88.415	24.104	24.848
MSTRG.129.4	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO16597.mrna1	8.224	12.920	18.955	2.180	2.564	6.083
MSTRG.138.1	0.000	0.000	28.410	378.425	348.941	341.688
MSTRG.138.2	19.260	30.722	0.000	68.117	228.228	188.991
KWMTBOMO16598.mrna1	0.000	0.000	0.000	31.767	67.777	77.848
MSTRG.139.2	0.000	212.819	0.000	0.000	52.867	0.000
MSTRG.139.1	5.926	7.846	23.595	42.492	38.527	41.288
MSTRG.139.3	152.228	0.000	229.925	726.154	600.205	675.211
KWMTBOMO16599.mrna1	31.119	0.000	44.068	95.318	119.936	227.614
MSTRG.140.1	615.390	666.120	640.916	803.463	783.601	731.476
MSTRG.130.1	47.812	54.524	51.137	77.617	59.307	57.677
MSTRG.130.2	1923.297	2047.090	2417.547	3202.792	2148.216	2436.360
KWMTBOMO16600.mrna1	966.498	1181.747	1187.475	1114.471	995.150	1280.429
KWMTBOMO16601.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.131.2	0.000	0.000	0.000	1.000	0.000	0.000
KWMTBOMO16602.mrna1	171.396	272.657	224.988	253.481	256.137	302.129
MSTRG.133.1	0.000	0.000	0.000	0.000	0.000	0.991
MSTRG.134.1	16.682	18.867	34.398	16.508	3.632	10.170
MSTRG.135.1	4.105	7.182	10.551	6.862	5.870	10.791
MSTRG.136.1	309.706	324.281	746.815	204.490	146.623	419.972
KWMTBOMO16592.mrna1	99.467	69.093	29.937	48.932	46.534	0.000
MSTRG.136.3	174.166	68.006	178.453	187.379	73.218	99.210
MSTRG.137.1	0.000	1.000	0.000	7.319	3.229	10.854
