Name	rcount_Tb154_quant	rcount_Tb155_quant	rcount_Tb156_quant	rcount_Tb157_quant	rcount_Tb158_quant	rcount_Tb159_quant
MSTRG.2766.2	431.280	285.507	325.395	336.591	267.841	565.574
KWMTBOMO06458.mrna1	15.157	14.365	23.848	17.706	4.441	53.510
MSTRG.2766.4	0.000	0.000	0.000	2.176	0.000	0.000
MSTRG.2766.5	0.000	0.000	20.682	0.000	0.000	0.000
KWMTBOMO06459.mrna1	1.571	0.000	0.000	0.000	0.000	2.590
KWMTBOMO06460.mrna1	0.000	0.000	0.000	0.000	0.000	23.052
MSTRG.2768.1	11.101	17.323	9.111	3.000	0.000	4.000
MSTRG.2768.2	11.220	5.141	15.297	0.000	0.000	0.000
KWMTBOMO06461.mrna1	57.633	43.525	40.744	0.000	0.000	0.000
MSTRG.2768.4	116.468	73.352	64.102	0.000	0.000	5.000
MSTRG.2768.5	50.815	40.496	59.664	0.000	0.000	0.000
MSTRG.2768.6	49.790	43.403	44.600	0.000	0.000	1.000
KWMTBOMO06462.mrna1	261.913	179.000	160.000	106.000	79.000	125.000
KWMTBOMO06463.mrna1	331.791	316.987	635.632	135.613	125.412	336.854
MSTRG.2765.2	351.027	332.013	244.241	183.387	89.588	134.198
MSTRG.2764.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2775.1	783.149	1041.300	596.401	0.000	31.000	34.000
KWMTBOMO06464.mrna1	67.115	93.190	194.276	37.000	0.000	0.000
KWMTBOMO06465.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO06466.mrna1	0.000	3.083	0.000	1.054	0.000	0.000
KWMTBOMO06467.mrna1	6.000	5.000	0.000	38.412	24.282	51.000
MSTRG.2778.2	0.000	0.000	6.000	3.588	6.718	0.000
KWMTBOMO06468.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO06469.mrna1	0.000	0.000	0.000	0.000	0.000	2.000
KWMTBOMO06470.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO06471.mrna1	0.000	0.000	1.598	0.000	0.000	0.000
MSTRG.2770.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2771.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2772.1	0.000	0.000	0.000	0.000	46.000	7.386
KWMTBOMO06472.mrna1	0.000	0.000	0.000	0.000	0.000	13.614
MSTRG.2773.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2773.2	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2774.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO06473.mrna1	882.499	922.999	853.235	476.474	243.038	473.942
MSTRG.2781.2	568.807	596.012	472.035	256.527	153.962	339.942
MSTRG.2780.1	6.491	6.533	9.552	1.451	3.892	7.599
KWMTBOMO06474.mrna1	2951.201	3350.530	2662.552	1358.634	825.653	1418.534
MSTRG.2782.2	2069.487	2187.284	1423.232	906.224	457.422	655.632
KWMTBOMO06475.mrna1	25.000	16.000	24.000	15.000	17.000	23.000
KWMTBOMO06476.mrna1	410.758	506.266	527.489	113.205	114.338	184.261
MSTRG.2784.1	2995.739	2766.728	2439.827	1395.186	789.841	1463.590
MSTRG.2784.2	304.858	283.255	182.787	53.609	31.824	115.867
MSTRG.2786.1	8.000	10.000	3.000	0.000	0.000	2.000
MSTRG.2787.1	33.937	28.986	24.592	3.000	2.000	6.277
KWMTBOMO06477.mrna1	8.146	8.947	6.345	0.000	0.000	0.000
KWMTBOMO06478.mrna1	0.000	0.000	0.000	0.000	2.232	1.004
KWMTBOMO06479.mrna1	0.000	0.000	0.000	0.000	14.000	2.000
KWMTBOMO06480.mrna1	52986.683	56364.787	41397.452	15111.712	10339.864	15880.091
MSTRG.2790.1	47.007	43.158	53.989	33.080	21.471	44.510
MSTRG.2790.2	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2790.3	0.000	0.000	0.000	13.589	0.000	0.000
MSTRG.2790.4	16.574	29.865	32.314	0.000	9.040	15.839
KWMTBOMO06481.mrna1	410.554	447.987	326.698	133.331	132.490	161.656
MSTRG.2791.1	1147.129	1040.332	1370.824	0.000	0.000	0.000
MSTRG.2791.2	243.037	200.920	0.000	121.018	102.212	0.000
MSTRG.2791.3	0.000	81.012	35.070	0.000	0.000	8.312
MSTRG.2791.4	106.634	205.042	11.193	0.000	0.000	0.000
MSTRG.2791.5	0.000	114.169	0.000	449.243	247.671	790.325
KWMTBOMO06482.mrna1	726.124	873.315	665.916	82.739	82.117	126.362
KWMTBOMO06483.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2793.1	12.427	23.395	28.021	25.250	20.178	37.395
KWMTBOMO06484.mrna1	373.537	342.663	285.979	186.765	117.822	198.605
MSTRG.2794.1	698.306	669.839	473.354	155.839	75.983	136.204
KWMTBOMO06485.mrna1	232.551	212.162	184.036	73.164	23.017	51.796
MSTRG.2792.1	23.894	0.000	19.368	5.577	10.515	7.954
MSTRG.2795.1	56.040	42.814	43.875	0.000	11.585	23.117
MSTRG.2796.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2797.1	4.441	0.000	1.680	0.000	3.370	7.391
KWMTBOMO06486.mrna1	33.006	47.000	41.000	49.000	20.000	52.000
MSTRG.2799.1	24.006	28.000	19.003	46.395	21.646	35.321
KWMTBOMO06487.mrna1	311.003	246.000	226.000	149.000	86.000	135.000
KWMTBOMO06488.mrna1	13.036	8.180	17.421	33.532	25.575	72.403
MSTRG.2803.2	9.964	5.820	18.579	44.468	19.425	62.597
MSTRG.2804.1	2.096	2.031	1.724	1.101	1.520	1.901
MSTRG.2801.1	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO06489.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2802.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2802.2	0.000	0.000	0.000	0.000	1.000	0.000
MSTRG.2805.1	244.109	194.391	228.066	287.210	162.432	328.755
KWMTBOMO06490.mrna1	1.892	1.646	15.934	13.840	17.568	28.245
MSTRG.2806.1	87.445	86.218	112.529	69.192	56.201	97.586
KWMTBOMO06491.mrna1	51.561	65.773	57.519	19.672	22.799	30.700
MSTRG.2807.1	7.022	5.549	4.725	3.053	4.949	10.023
KWMTBOMO06492.mrna1	506.893	569.051	566.844	1725.897	1193.610	2576.822
MSTRG.2808.1	240.372	347.961	165.877	855.359	537.295	921.292
KWMTBOMO06493.mrna1	50.058	0.000	26.700	113.791	77.663	74.457
MSTRG.2810.1	629.831	465.779	579.942	1401.418	890.948	1700.744
MSTRG.2810.2	169.438	81.617	81.819	43.872	11.986	73.527
KWMTBOMO06494.mrna1	107.734	101.951	160.239	145.729	126.032	327.736
MSTRG.2811.1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2809.1	8.063	0.000	0.000	1.182	0.000	0.000
MSTRG.2825.1	465.246	306.437	469.817	0.000	0.000	0.000
MSTRG.2825.2	0.000	0.000	0.000	51.931	23.858	0.000
MSTRG.2825.3	107.400	52.395	405.341	10.680	0.000	62.301
MSTRG.2825.4	115.823	0.000	8.414	0.000	0.000	0.000
MSTRG.2825.5	275.902	129.858	308.334	45.413	62.208	144.886
KWMTBOMO06495.mrna1	7.615	0.000	7.401	7.064	2.148	6.837
MSTRG.2825.6	289.015	279.602	361.122	102.299	154.120	250.127
MSTRG.2827.1	1.000	2.000	0.000	0.000	0.000	0.000
MSTRG.2825.7	0.000	0.000	0.000	176.678	106.814	337.710
MSTRG.2825.8	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO06496.mrna1	0.000	0.000	0.000	0.000	0.000	58.506
MSTRG.2828.1	0.000	4.042	2.000	0.000	1.000	0.000
MSTRG.2829.2	0.000	0.000	0.000	0.000	9.680	0.000
MSTRG.2829.3	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.1	85.710	45.451	125.933	61.022	217.194	252.270
MSTRG.2829.4	0.000	0.000	0.000	0.000	0.000	26.269
MSTRG.2829.5	0.000	0.000	0.000	93.705	0.000	135.058
MSTRG.2829.6	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.7	0.000	0.000	0.000	0.000	0.000	0.000
KWMTBOMO06497.mrna1	0.000	0.000	0.000	9.519	0.000	0.000
KWMTBOMO06498.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.10	0.000	0.000	0.000	11.057	0.000	14.975
MSTRG.2829.11	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.9	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.12	0.000	0.000	70.776	246.244	79.229	159.864
MSTRG.2829.15	0.000	9.524	0.000	0.000	0.000	0.000
MSTRG.2829.13	0.000	0.000	0.000	0.000	23.063	0.000
MSTRG.2829.14	0.000	0.000	0.000	35.452	0.000	0.000
KWMTBOMO06499.mrna1	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.17	273.235	384.552	0.000	11.034	0.000	0.000
MSTRG.2829.18	0.000	0.000	156.114	0.000	0.000	0.000
MSTRG.2829.19	316.779	0.000	303.225	0.000	23.934	16.595
MSTRG.2829.20	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.21	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.22	794.646	858.642	1006.566	0.000	0.000	37.637
MSTRG.2829.23	0.000	0.000	96.304	0.000	0.000	0.000
MSTRG.2829.24	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.25	0.000	8.190	0.000	0.000	0.000	0.000
MSTRG.2829.26	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.27	11.683	9.424	51.766	0.000	0.000	0.000
MSTRG.2829.28	245.675	226.257	222.317	16.781	18.734	42.591
MSTRG.2829.29	74.406	63.094	24.776	52.098	17.077	98.712
KWMTBOMO06500.mrna1	91.004	129.641	76.430	0.000	0.000	0.000
MSTRG.2829.30	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.31	0.000	0.000	0.000	0.000	0.000	52.258
MSTRG.2829.32	0.000	0.000	0.000	0.000	0.000	0.000
MSTRG.2829.33	0.000	0.000	4.150	0.000	0.000	0.000
KWMTBOMO06501.mrna1	60.517	55.528	0.000	67.200	57.470	0.000
MSTRG.2832.1	126.482	68.822	112.101	236.551	286.735	349.075
MSTRG.2829.35	0.000	13.904	119.944	17.060	19.620	16.150
MSTRG.2817.1	0.000	0.000	0.000	0.000	0.000	15.000
MSTRG.2817.2	0.000	0.000	0.000	16.000	7.000	0.000
KWMTBOMO06502.mrna1	1.000	0.000	4.000	0.000	0.000	0.000
MSTRG.2813.1	0.000	0.000	0.000	0.000	0.000	2.000
